"","country","year","unemployment_rate_oecd","active_pop_oecd","vacancy_rate_lm_v1","vacancy_rate_lm_v2","vacancy_rate_lm_v3","vacancy_rate_oecd","unemployment_level_oecd","vacancy_stock_oecd","vacancy_stock_lm_v1","vacancy_stock_lm_v2","vacancy_stock_lm_v3","vacancy_stock_eurostat","becru_lm_v1","fegap_lm_v1","becru_lm_v2","fegap_lm_v2","becru_lm_v3","fegap_lm_v3","active_pop_growth_oecd","Labour_productivity_growth_old","neets_prc"
"15","Austria",1984,3.88009040802221,3362584,1.53796961391381,1.53796961391381,1.53796961391381,0.510436597076185,130469.325,17165.5,51717.268157859,51717.268157859,51717.268157859,NA,2.44283874760013,1.43725166042208,2.44283874760013,1.43725166042208,2.44283874760013,1.43725166042208,2.06669652959894,NA,NA
"16","Austria",1985,4.15642648356296,3354937.5,1.72939887470298,1.72939887470298,1.72939887470298,0.663905353078362,139446.575,22272.8325,58019.0792474434,58019.0792474434,58019.0792474434,NA,2.68106681816389,1.47535966539907,2.68106681816389,1.47535966539907,2.68106681816389,1.47535966539907,-0.227399523699631,NA,NA
"17","Austria",1986,4.49074735857204,3383794.75,1.80273771916165,1.80273771916165,1.80273771916165,0.729628570826158,151971.825,24692.6675,61004.8537271673,61004.8537271673,61004.8537271673,NA,2.84528375571284,1.6454636028592,2.84528375571284,1.6454636028592,2.84528375571284,1.6454636028592,0.860142700124816,NA,NA
"18","Austria",1987,4.79974504108042,3426852.75,1.85738202930099,1.85738202930099,1.85738202930099,0.783109535609574,164467.9,26836.1675,63649.6652937775,63649.6652937775,63649.6652937775,NA,2.98579305788752,1.8139519831929,2.98579305788752,1.8139519831929,2.98579305788752,1.8139519831929,1.27247670680971,NA,NA
"19","Austria",1988,4.62479942137934,3430083.5,2.01191582882579,2.01191582882579,2.01191582882579,0.909034175211885,158631.35,31184.0825,69014.4499369489,69014.4499369489,69014.4499369489,NA,3.05036180821512,1.57443761316422,3.05036180821512,1.57443761316422,3.05036180821512,1.57443761316422,0.0942774678602692,NA,NA
"20","Austria",1989,4.32345728024124,3450257,2.51521074450683,2.51521074450683,2.51521074450683,1.32114675256166,149176.725,45598.665,86800.2463091704,86800.2463091704,86800.2463091704,NA,3.29763645732501,1.02582082291623,3.29763645732501,1.02582082291623,3.29763645732501,1.02582082291623,0.588134370489815,NA,NA
"21","Austria",1990,4.698004080967,3527762,2.81157984040536,2.81157984040536,2.81157984040536,1.57707181592096,165794.85,55621.5025,99167.1772866626,99167.1772866626,99167.1772866626,NA,3.63439314937019,1.06361093159681,3.63439314937019,1.06361093159681,3.63439314937019,1.06361093159681,2.24635440200542,NA,NA
"22","Austria",1991,5.14315260200449,3597560.25,2.54482509583153,2.54482509583153,2.54482509583153,1.37451338384395,185028.725,49447.5825,91549.3302946747,91549.3302946747,91549.3302946747,NA,3.61779267140508,1.52535993059941,3.61779267140508,1.52535993059941,3.61779267140508,1.52535993059941,1.97854191977803,NA,NA
"23","Austria",1992,5.25220731376051,3676115.5,2.31217419149476,2.31217419149476,2.31217419149476,1.20066309724426,193098.35,44125.8325,84982.9547618509,84982.9547618509,84982.9547618509,NA,3.48482685355486,1.76738046020565,3.48482685355486,1.76738046020565,3.48482685355486,1.76738046020565,2.18357010143194,NA,NA
"24","Austria",1993,5.96591977921332,3725342,1.91000375207041,1.91000375207041,1.91000375207041,0.883604029946113,222264.5,32906.085,71139.1861766184,71139.1861766184,71139.1861766184,NA,3.37563759352933,2.59028218568399,3.37563759352933,2.59028218568399,3.37563759352933,2.59028218568399,1.33909013468157,NA,NA
"25","Austria",1994,5.60077977789346,3837712.25,1.76661107621167,1.76661107621167,1.76661107621167,0.786860423117341,214940.575,30196.665,67796.0999369147,67796.0999369147,67796.0999369147,NA,3.14553645520902,2.45524332268444,3.14553645520902,2.45524332268444,3.14553645520902,2.45524332268444,3.01637406713263,NA,NA
"26","Austria",1995,5.57356199946664,3870636.25,1.58528335935794,1.58528335935794,1.58528335935794,0.645391903330088,215716.175,24986.165,61366.9930240048,61366.9930240048,61366.9930240048,NA,2.97248634817794,2.6010756512887,2.97248634817794,2.6010756512887,2.97248634817794,2.6010756512887,0.857906947035959,NA,NA
"27","Austria",1996,6.00434867452552,3838943.25,1.41991387051655,1.41991387051655,1.41991387051655,0.506089850137586,230507.35,19430.5025,54511.9986502318,54511.9986502318,54511.9986502318,NA,2.91987293668345,3.08447573784206,2.91987293668345,3.08447573784206,2.91987293668345,3.08447573784206,-0.818805952122213,1.081081081,NA
"28","Austria",1997,6.06221261771818,3849186.25,1.40292130390915,1.40292130390915,1.40292130390915,0.494032918445358,233347.65,19018.5825,54003.7407633561,54003.7407633561,54003.7407633561,NA,2.91630026407153,3.14591235364664,2.91630026407153,3.14591235364664,2.91630026407153,3.14591235364664,0.266818218789767,2.139037433,NA
"29","Austria",1998,6.16868040688731,3854874,1.53121350567166,1.53121350567166,1.53121350567166,0.598958784256381,237793.9,23088.165,59025.0978276315,59025.0978276315,59025.0978276315,NA,3.07336407722841,3.0953163296589,3.07336407722841,3.0953163296589,3.07336407722841,3.0953163296589,0.147764998381151,4.258289703,NA
"30","Austria",1999,5.78097225675694,3835475,1.80058698589696,1.80058698589696,1.80058698589696,0.81402395885575,221742.475,31216.4175,69054.3472926785,69054.3472926785,69054.3472926785,NA,3.22632041362105,2.55465184313589,3.22632041362105,2.55465184313589,3.22632041362105,2.55465184313589,-0.503233049899945,2.042182792,NA
"31","Austria",2000,5.04824453871472,3849075.25,1.93124553294191,1.93124553294191,1.93124553294191,0.922196338671327,194313.675,35495.2475,74333.8896652274,74333.8896652274,74333.8896652274,NA,3.12240287512538,1.92584166358935,3.12240287512538,1.92584166358935,3.12240287512538,1.92584166358935,0.354591021972507,3.772965879,7.9
"32","Austria",2001,5.26024392305415,3875225,1.73303739831805,1.73303739831805,1.73303739831805,0.765889851647291,203883.175,29669.8325,67146.0543620763,67146.0543620763,67146.0543620763,NA,3.01930446343658,2.24093945961757,3.01930446343658,2.24093945961757,3.01930446343658,2.24093945961757,0.679377468653023,3.25640215,8.1
"33","Austria",2002,6.0132097360979,3865075,1.53039495152812,1.53039495152812,1.53039495152812,0.599982578634995,232417.85,23188.9975,59149.5125522829,59149.5125522829,59149.5125522829,NA,3.03357640790602,2.97963332819188,3.03357640790602,2.97963332819188,3.03357640790602,2.97963332819188,-0.261920275596901,3.061849357,6.1
"34","Austria",2003,6.05740346463567,3963200,1.44671150205973,1.44671150205973,1.44671150205973,0.54800841446545,240078.75,21716.4175,57332.5325584602,57332.5325584602,57332.5325584602,NA,2.96028972651409,3.09711373812158,2.96028972651409,3.09711373812158,2.96028972651409,3.09711373812158,2.53876056738873,2.10932858,6.1
"35","Austria",2004,6.26980715884946,3889999.75,1.53911498043483,1.53911498043483,1.53911498043483,0.611127131677521,243879.725,23774.25,59871.6411183606,59871.6411183606,59871.6411183606,NA,3.1064375291679,3.16336962968156,3.1064375291679,3.16336962968156,3.1064375291679,3.16336962968156,-1.84699863746467,3.724178062,9.1
"36","Austria",2005,6.36272699549807,3970925.25,1.58335031512185,1.58335031512185,1.58335031512185,0.659934916107085,252654.175,26208.5,62875.2019095996,62875.2019095996,62875.2019095996,NA,3.1740235968493,3.18870339864877,3.1740235968493,3.18870339864877,3.1740235968493,3.18870339864877,2.0803471774002,4.992987377,8.6
"37","Austria",2006,5.92484529876463,4037675.25,1.76166570279734,1.76166570279734,1.76166570279734,0.814785141874166,239173.675,32912.415,71146.9966068572,71146.9966068572,71146.9966068572,NA,3.2307269703913,2.69411832837333,3.2307269703913,2.69411832837333,3.2307269703913,2.69411832837333,1.6809684342459,4.621960994,7.8
"38","Austria",2007,5.38987744786218,4123950,1.88382639946006,1.88382639946006,1.88382639946006,0.926600691648059,222248.425,38213.9175,77688.3892508566,77688.3892508566,77688.3892508566,NA,3.18647037113751,2.20340707672467,3.18647037113751,2.20340707672467,3.18647037113751,2.20340707672467,2.13674316675171,4.775280899,7.4
"39","Austria",2008,5.09426093074775,4166050,1.84377912572051,1.84377912572051,1.84377912572051,0.90023118492546,212252.9,37497.9175,76804.9345824671,76804.9345824671,76804.9345824671,NA,3.06474990253467,2.02951102821308,3.06474990253467,2.02951102821308,3.06474990253467,2.02951102821308,1.02086591738503,1.974165245,7.4
"40","Austria",2009,6.18985074803201,4205074.75,1.52344295437311,1.52344295437311,1.52344295437311,0.646118258034707,260308.75,27165.25,64055.7120408589,64055.7120408589,64055.7120408589,NA,3.07081170225569,3.11903904577631,3.07081170225569,3.11903904577631,3.07081170225569,3.11903904577631,0.936732636430192,1.171128107,8.2
"41","Austria",2010,5.94297014392357,4220075,1.64088394381853,1.63012373012381,1.63012373012381,0.734678384724784,250782,31008.665,69272.9119113982,68798.0066278816,68798.0066278816,69272.9119113982,3.12277509400807,2.8201950499155,3.1125193427555,2.83045080116807,3.1125193427555,2.83045080116807,0.356717796752602,2.386014647,7.4
"42","Austria",2011,5.80975696398922,4246225,1.73527306939245,1.65814978946665,1.65814978946665,0.761001757393324,246702.025,32310.085,73673.2577425335,70403.7965364507,70403.7965364507,73673.2577425335,3.17514012278603,2.63461684120318,3.103779516443,2.70597744754622,3.103779516443,2.70597744754622,0.619657233579972,2.838024919,7.3
"43","Austria",2012,6.07069706111416,4293300.25,1.61577493732217,1.5569205710553,1.5569205710553,0.685350609184206,260643.25,29422.3325,69364.1616277762,66840.670241369,66840.670241369,69364.1616277762,3.13191317941983,2.93878388169432,3.07434434231001,2.99635271880414,3.07434434231001,2.99635271880414,1.10863767228538,3.185999551,6.8
"44","Austria",2013,6.6237962929142,4335850,1.49883270731509,1.45509579127931,1.45509579127931,0.608487718579614,287206.475,26382.915,64980.852738952,63090.4082587437,63090.4082587437,64980.852738952,3.15086694901772,3.47292934389648,3.1045544137784,3.5192418791358,3.1045544137784,3.5192418791358,0.991073242548084,2.261361165,7.3
"45","Austria",2014,7.32888112399016,4357499.75,1.4304666050733,1.44607775220054,1.44607775220054,0.604016744159872,319357.25,26320.0825,62331.659052866,63012.8807930292,63012.8807930292,62331.659052866,3.23785726992713,4.09102385406303,3.25547722184086,4.0734039021493,3.25547722184086,4.0734039021493,0.499319625909568,2.551562832,7.7
"46","Austria",2015,8.0526873355103,4400025,1.51299786485517,1.51395243733641,1.51395243733641,0.664503237300035,354331.575,29250.585,66570.4570890523,66628.7552544148,66628.7552544148,66570.4570890523,3.49051554143128,4.56217179407902,3.49161647646242,4.56107085904788,3.49161647646242,4.56107085904788,0.975909407682697,3.752850923,7.5
"47","Austria",2016,7.95784217287302,4490200,1.6220557982359,1.78672105579587,1.78672105579587,0.896868128939326,357312.775,40276.6675,72832.6295632875,80233.565392226,80233.565392226,72832.6295632875,3.59277943074089,4.36506274213214,3.77073522923217,4.18710694364085,3.77073522923217,4.18710694364085,2.04942017374901,1.7186251,7.7
"48","Austria",2017,7.54212566811896,4508025.5,2.16283380156384,2.23324884689719,2.23324884689719,1.26094471882847,339975.575,56853.5,97514.7723119889,100687.308491717,100687.308491717,97514.7723119889,4.03885680987207,3.50326885824689,4.10407644318187,3.43804922493709,4.10407644318187,3.43804922493709,0.396986771190593,2.259332024,6.5
"49","Austria",2018,6.87618976172966,4539074.75,2.6441540679782,2.61737994088825,2.61737994088825,1.57602155632526,312107.225,71544.8325,120039.363887988,118814.579835275,118814.579835275,120039.363887988,4.26400107066913,2.61218869106053,4.24235797076253,2.63383179096713,4.24235797076253,2.63383179096713,0.688754977095848,2.343900096,6.8
"50","Austria",2019,6.60924626929733,4559199.75,2.79850845557344,2.75618964910602,2.75618964910602,1.69092919457369,301327.85,77093.2525,127590.543372922,125660.637867657,125660.637867657,127590.543372922,4.30070128811521,2.30854498118212,4.26805999908974,2.34118627020759,4.26805999908974,2.34118627020759,0.443372297404884,1.501783368,7.1
"51","Austria",2020,9.02552555837128,4540300,2.2539806981764,1.38371132228323,2.37991830136416,1.38371132228323,409639.425,62832.665,102358.577116579,62832.665,108064.852112278,102358.577116579,4.51036144887155,4.51516410949973,3.53393858247069,5.49158697590059,4.63465354215369,4.39087201621758,-0.414540950964037,4.475679674,8
"52","Austria",2021,7.2278178248733,4589575,3.19556806053457,2.072027644339,3.22198880168726,2.072027644339,331741.325,95087.075,146652.455834502,95087.075,147862.769836648,146652.455834502,4.8059321456433,2.42188567923001,3.86991451344647,3.35790331142683,4.82575881000878,2.40205901486453,1.08528070832324,1.186050628,8.5
"53","Austria",2022,5.64219249983988,4663550,4.42810933486728,2.69125449223364,3.97548514377699,2.69125449223364,263120.525,125503.425,206516.197166446,125503.425,185392.750846241,206516.197166446,4.9984242794764,0.643768220363485,3.89673913820788,1.74545336163201,4.73607986223241,0.90611263760747,1.61180501462554,2.046885934,8.1
"54","Finland",1970,1.45717093509077,2140013.75430655,1.61018070010618,1.61018070010618,1.61018070010618,0.620142135578292,31186.0189436857,13270.835,34457.798131561,34457.798131561,34457.798131561,NA,1.53176646928924,-0.0745955341984714,1.53176646928924,-0.0745955341984714,1.53176646928924,-0.0745955341984714,NA,NA,NA
"55","Finland",1971,1.98436378237522,2146510.56530602,1.58401517281316,1.58401517281316,1.58401517281316,0.546827876130214,42606.6045938196,11737.4175,34000.4394357375,34000.4394357375,34000.4394357375,NA,1.77292479808458,0.211438984290637,1.77292479808458,0.211438984290637,1.77292479808458,0.211438984290637,0.303587347810325,12.79069767,NA
"56","Finland",1972,2.35678869764323,2148990.1640114,1.63802351128591,1.63802351128591,1.63802351128591,0.733463945285604,50643.4670319484,15763.335,35201.2137697286,35201.2137697286,35201.2137697286,NA,1.96480922683921,0.391979470804013,1.96480922683921,0.391979470804013,1.96480922683921,0.391979470804013,0.115517656677414,16.49484536,NA
"57","Finland",1973,2.05800430097751,2193323.28973231,1.70072844232376,1.70072844232376,1.70072844232376,1.03919561633492,45085.5152615061,22822.9975,37306.8360376066,37306.8360376066,37306.8360376066,NA,1.87085714288854,0.187147158088967,1.87085714288854,0.187147158088967,1.87085714288854,0.187147158088967,2.06297480850986,20.3539823,NA
"58","Finland",1974,1.30812827265497,2249158.86714078,1.7515397901261,1.7515397901261,1.7515397901261,1.32587237091772,29414.1148426741,29823.3325,39394.76322373,39394.76322373,39394.76322373,NA,1.51368382436495,-0.205555551709984,1.51368382436495,-0.205555551709984,1.51368382436495,-0.205555551709984,2.5457066757947,25.73529412,NA
"59","Finland",1975,2.02479080725357,2252577.30226603,1.59990489011779,1.59990489011779,1.59990489011779,0.824272732117395,45704.4079586495,18539.165,36029.1357079011,36029.1357079011,36029.1357079011,NA,1.79985352570439,0.224937281549178,1.79985352570439,0.224937281549178,1.79985352570439,0.224937281549178,0.151987268449081,20.1754386,NA
"60","Finland",1976,4.11346240241811,2355525.51746801,1.43716618485775,1.43716618485775,1.43716618485775,0.477188437384342,96899.7776811707,11240.00125,33852.0795485043,33852.0795485043,33852.0795485043,NA,2.43140475187473,1.68205765054338,2.43140475187473,1.68205765054338,2.43140475187473,1.68205765054338,4.5702411676801,14.84184915,NA
"61","Finland",1977,6.80026080276445,2356041.64134668,1.37553151195,1.37553151195,1.37553151195,0.271488852148923,160259.805729868,6393.33375,32406.507467261,32406.507467261,32406.507467261,NA,3.05842656012547,3.74183424263898,3.05842656012547,3.74183424263898,3.05842656012547,3.74183424263898,0.0219111987895047,12.28813559,NA
"62","Finland",1978,8.45612280265242,2356785.2585669,1.36361233935241,1.36361233935241,1.36361233935241,0.232931274059816,199294.675603147,5490.5,32137.2273354995,32137.2273354995,32137.2273354995,NA,3.39571397452378,5.06040882812863,3.39571397452378,5.06040882812863,3.39571397452378,5.06040882812863,0.0315621425008055,11.50943396,NA
"63","Finland",1979,6.6864979162316,2384670.64193355,1.38291314354566,1.38291314354566,1.38291314354566,0.348313208014849,159387.114964075,8310.74975,32978.3979544317,32978.3979544317,32978.3979544317,NA,3.04086268230701,3.64563523392459,3.04086268230701,3.64563523392459,3.04086268230701,3.64563523392459,1.18319576487894,14.89001692,NA
"64","Finland",1980,5.14852072129412,2430459.25273581,1.40497756276717,1.40497756276717,1.40497756276717,0.502953676368749,125139.896310987,12231.665,34147.8542083053,34147.8542083053,34147.8542083053,NA,2.68952711361311,2.458993607681,2.68952711361311,2.458993607681,2.68952711361311,2.458993607681,1.920123055867,17.37849779,NA
"65","Finland",1981,4.50432635160592,2471572.3112279,1.39146662810982,1.39146662810982,1.39146662810982,0.527719467521949,111352.1,13037.33,34388.1526877935,34388.1526877935,34388.1526877935,NA,2.5035214799109,2.00080487169501,2.5035214799109,2.00080487169501,2.5035214799109,2.00080487169501,1.69157571540468,11.66875784,NA
"66","Finland",1982,5.27322906426325,2503633.65368409,1.35288284343179,1.35288284343179,1.35288284343179,0.451415709097044,132020.675,11300.9175,33870.2484924837,33870.2484924837,33870.2484924837,NA,2.67096632897676,2.60226273528648,2.67096632897676,2.60226273528648,2.67096632897676,2.60226273528648,1.29720430636558,12.13483146,NA
"67","Finland",1983,5.5186439809035,2520106.58561249,1.35009373797198,1.35009373797198,1.35009373797198,0.468833275602685,139074.9,11815.8325,34023.8275750622,34023.8275750622,34023.8275750622,NA,2.72959460006693,2.78904938083657,2.72959460006693,2.78904938083657,2.72959460006693,2.78904938083657,0.657960956234955,12.6252505,NA
"68","Finland",1984,5.23276444489563,2539691.47951398,1.34187631990916,1.34187631990916,1.34187631990916,0.472572450224482,132896.5,12002,34079.3540869253,34079.3540869253,34079.3540869253,NA,2.64985333485988,2.58291111003575,2.64985333485988,2.58291111003575,2.64985333485988,2.58291111003575,0.777145459374789,11.83274021,NA
"69","Finland",1985,5.42869935306426,2561088.44840587,1.33337426727289,1.33337426727289,1.33337426727289,0.477702233591452,139038.75,12234.5825,34148.7243848848,34148.7243848848,34148.7243848848,NA,2.69044383367073,2.73825551939353,2.69044383367073,2.73825551939353,2.69044383367073,2.73825551939353,0.84250268445961,8.750994431,NA
"70","Finland",1986,5.76572012877375,2563754.8697862,1.33435134972774,1.33435134972774,1.33435134972774,0.485154130185472,147818,12438.585,34209.5703823674,34209.5703823674,34209.5703823674,NA,2.77371527666083,2.99200485211293,2.77371527666083,2.99200485211293,2.77371527666083,2.99200485211293,0.104112818984526,9.144111192,NA
"71","Finland",1987,5.51199612005848,2548215.52644972,1.34240807413916,1.34240807413916,1.34240807413916,0.487815099012578,140457.975,12430.835,34207.2588593199,34207.2588593199,34207.2588593199,NA,2.72017427680474,2.79182184325374,2.72017427680474,2.79182184325374,2.72017427680474,2.79182184325374,-0.60611658000558,6.501340483,NA
"72","Finland",1988,5.02317829987067,2540344.83409349,1.40438542403967,1.40438542403967,1.40438542403967,0.683201594966851,127599.85,17358.335,35676.9401259483,35676.9401259483,35676.9401259483,NA,2.65602680458815,2.36715149528253,2.65602680458815,2.36715149528253,2.65602680458815,2.36715149528253,-0.308870747962137,12.71239773,NA
"73","Finland",1989,4.00941558324699,2580009.22968057,1.53335637762445,1.53335637762445,1.53335637762445,1.17748534156205,103440.8525,30380.0025,39560.7961959662,39560.7961959662,39560.7961959662,NA,2.47948844625633,1.52992713699066,2.47948844625633,1.52992713699066,2.47948844625633,1.52992713699066,1.56137840244163,10.66443328,NA
"74","Finland",1990,3.99969532192232,2580001.88272144,1.49335622225684,1.49335622225684,1.49335622225684,1.04335759467457,103163.7675,26925.7475,38530.5265128292,38530.5265128292,38530.5265128292,NA,2.44396601779245,1.55572930412987,2.44396601779245,1.55572930412987,2.44396601779245,1.55572930412987,-0.00028476483903186,7.669021191,NA
"75","Finland",1991,8.41304534487839,2537126.07882166,1.35930051389133,1.35930051389133,1.35930051389133,0.5268222283701,213200.75,13380.1675,34490.4077565399,34490.4077565399,34490.4077565399,NA,3.38169437718494,5.03135096769344,3.38169437718494,5.03135096769344,3.38169437718494,5.03135096769344,-1.66185165161795,2.296157451,NA
"76","Finland",1992,14.5993952329968,2488890.4058473,1.30990059512765,1.30990059512765,1.30990059512765,0.283071381003956,363121.425,7051.4165,32602.7879116174,32602.7879116174,32602.7879116174,NA,4.37307174697675,10.22632348602,4.37307174697675,10.22632348602,4.37307174697675,10.22632348602,-1.90119337690758,4.580852038,NA
"77","Finland",1993,19.5591400564289,2465220.07788838,1.3090100599045,1.3090100599045,1.3090100599045,0.2407707543349,482172.775,5935.16675,32269.8541020885,32269.8541020885,32269.8541020885,NA,5.05995168919096,14.499188367238,5.05995168919096,14.499188367238,5.05995168919096,14.499188367238,-0.951039382984075,7.314936487,NA
"78","Finland",1994,20.150416107069,2452649.16843063,1.33311350714132,1.33311350714132,1.33311350714132,0.300280212007533,494247.325,7362.3335,32695.5223388881,32695.5223388881,32695.5223388881,NA,5.18293274959762,14.9674833574713,5.18293274959762,14.9674833574713,5.18293274959762,14.9674833574713,-0.509930515758357,6.326530612,NA
"79","Finland",1995,18.8498323067947,2472447.38653821,1.33381854744504,1.33381854744504,1.33381854744504,0.335902334404492,466013.425,8305.3335,32976.7824980825,32976.7824980825,32976.7824980825,NA,5.01420541532071,13.835626891474,5.01420541532071,13.835626891474,5.01420541532071,13.835626891474,0.80721769596773,6.065259117,NA
"80","Finland",1996,18.0484523940095,2482208.60891267,1.35046283631171,1.35046283631171,1.35046283631171,0.408118911132548,447987,10131.4995,33521.4566655008,33521.4566655008,33521.4566655008,NA,4.93697925973474,13.1114731342748,4.93697925973474,13.1114731342748,4.93697925973474,13.1114731342748,0.394800003737466,1.954397394,NA
"81","Finland",1997,16.498197394741,2478958.89145594,1.39510190960899,1.39510190960899,1.39510190960899,0.552253255044708,408963.85,13690.3325,34582.9178915097,34582.9178915097,34582.9178915097,NA,4.79756883124248,11.7006285634986,4.79756883124248,11.7006285634986,4.79756883124248,11.7006285634986,-0.130920400689079,5.218317359,NA
"82","Finland",1998,14.9783801897086,2487325,1.42834622270419,1.42834622270419,1.42834622270419,0.677202462434878,372430.925,16842.2525,35523.0128236074,35523.0128236074,35523.0128236074,NA,4.62539866024514,10.3529815294635,4.62539866024514,10.3529815294635,4.62539866024514,10.3529815294635,0.337484763175982,7.253711201,NA
"83","Finland",1999,13.6150881897907,2557250,1.36334599808431,1.36334599808431,1.36334599808431,0.572082562855273,348139.675,14627.9175,34862.5629671813,34862.5629671813,34862.5629671813,NA,4.30837277833711,9.30671541145362,4.30837277833711,9.30671541145362,4.30837277833711,9.30671541145362,2.8112530529786,3.240012583,NA
"84","Finland",2000,12.403485108604,2589224.75,1.37514141313174,1.37514141313174,1.37514141313174,0.661094462066045,321118.5,17120.1675,35605.9040400894,35605.9040400894,35605.9040400894,NA,4.12995714747795,8.27352796112607,4.12995714747795,8.27352796112607,4.12995714747795,8.27352796112607,1.2503568286245,6.032906764,9.7
"85","Finland",2001,11.6010381775734,2604775.25,1.39578392815787,1.39578392815787,1.39578392815787,0.753903099190536,302176.85,19637.8325,36356.8254172879,36356.8254172879,36356.8254172879,NA,4.02399585464533,7.57704232292802,4.02399585464533,7.57704232292802,4.02399585464533,7.57704232292802,0.600585175157158,5.287356322,8.5
